Timestamp,What is your Age?,What is your current year of study?,What is your field of study?,What is your primary source of funds for personal expenses?,"Have you ever used a 'Buy Now, Pay Later' (BNPL) or an EMI service for a purchase?",Which of the following services have you used? (Select all that apply),How often do you use these services?,What have you typically purchased using BNPL or EMI? (Select all that apply),What is the primary reason you have chosen not to use BNPL or EMI services? ,"Even though you haven't used them, what is your general perception of these ""Buy Now, Pay Later"" services?",How likely are you to consider using a BNPL service in the next year?,BNPL/EMI services make expensive products seem more affordable.,These services are a convenient and helpful financial tool for students.,I worry about the hidden charges or high late fees.,Using BNPL makes it easy to overspend or lose track of my budget.,"What is your overall opinion of 'Buy Now, Pay Later' (BNPL) services like Slice or LazyPay?",Describe a positive experience you have had using an EMI or BNPL service. What made it good?,"Describe a negative experience you have had, if any. What went wrong?",What is your single biggest fear or concern about using these services regularly?
25/09/2025 12:59:55,22,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,"I don't trust them or worry about hidden fees., I don't know enough about how they work.",I don't have a strong opinion about them either way.,Neutral,,,,,,,,
25/09/2025 12:59:56,35,1st Year,Science,Other,No,,,,I don't need them / I can afford to pay upfront.,They seem like they could encourage overspending and lead to a cycle of debt.,Neutral,,,,,,,,
25/09/2025 12:59:59,21,1st Year,Science,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 12:59:59,21,1st Year,Science,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:00,26,Post-Graduate,Science,Parental Allowance,Yes,Other,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,3,4,4,4,Neutral,"The ""No-Cost EMI"" offer was a great deal., Customer service was helpful.",There were hidden fees or unexpected charges.,"Getting into a cycle of debt., Hidden fees and confusing terms., The impact on my future credit score, My personal data privacy and security"
25/09/2025 13:00:01,21,1st Year,Science,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:01,21,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:01,20,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:02,22,1st Year,Science,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:04,20,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:09,20,1st Year,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,I don't have a strong opinion about them either way.,Neutral,,,,,,,,
25/09/2025 13:00:14,210,Post-Graduate,Science,Part-time Job,No,,,,"I don't trust them or worry about hidden fees., I don't know enough about how they work.",They seem like they could encourage overspending and lead to a cycle of debt.,Neutral,,,,,,,,
25/09/2025 13:00:19,22,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:21,21,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,"I don't need them / I can afford to pay upfront., I am worried about getting into debt.",They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
25/09/2025 13:00:21,21,1st Year,Science,Parental Allowance,No,,,,I don't trust them or worry about hidden fees.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:24,21,1st Year,Engineering / Technology,Parental Allowance,Yes,No-Cost EMI on a Debit/Credit Card,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,4,5,4,3,Neutral,"The ""No-Cost EMI"" offer was a great deal.",Customer service was unhelpful.,Hidden fees and confusing terms.
25/09/2025 13:00:24,21,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,"I don't trust them or worry about hidden fees., I don't know enough about how they work.",I don't have a strong opinion about them either way.,Neutral,,,,,,,,
25/09/2025 13:00:25,21,1st Year,Science,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:00:25,21,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,"They seem risky and untrustworthy, likely with hidden fees or confusing terms",Neutral,,,,,,,,
25/09/2025 13:00:25,21,1st Year,Science,Parental Allowance,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Unlikely,,,,,,,,
25/09/2025 13:00:26,21,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,"They seem risky and untrustworthy, likely with hidden fees or confusing terms",Neutral,,,,,,,,
25/09/2025 13:00:29,23,1st Year,Science,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,I don't know enough about them to form an opinion.,Neutral,,,,,,,,
25/09/2025 13:00:43,21,Post-Graduate,Other,Parental Allowance,No,,,,I am worried about getting into debt.,I don't know enough about them to form an opinion.,Neutral,,,,,,,,
25/09/2025 13:00:45,21,1st Year,Engineering / Technology,Parental Allowance,No,,,,"I don't need them / I can afford to pay upfront., I don't trust them or worry about hidden fees.",I don't have a strong opinion about them either way.,Unlikely,,,,,,,,
25/09/2025 13:00:52,20,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,"They seem risky and untrustworthy, likely with hidden fees or confusing terms",Neutral,,,,,,,,
25/09/2025 13:01:07,20,1st Year,Science,Parental Allowance,No,,,,"I don't trust them or worry about hidden fees., I don't know enough about how they work.",I don't know enough about them to form an opinion.,Neutral,,,,,,,,
25/09/2025 13:01:13,20,1st Year,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Likely,,,,,,,,
25/09/2025 13:01:24,22,1st Year,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Likely,,,,,,,,
25/09/2025 13:01:37,25,1st Year,Engineering / Technology,Parental Allowance,Yes,"Slice, Other",Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,4,3,5,1,Neutral,"The ""No-Cost EMI"" offer was a great deal.",It encouraged me to overspend or lose track of my budget.,"Getting into a cycle of debt., Hidden fees and confusing terms., My personal data privacy and security"
25/09/2025 13:01:56,21,1st Year,Science,Parental Allowance,Yes,Amazon Pay Later,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,1,5,2,3,Neutral,It was convenient and fast.,The refund process was difficult,My personal data privacy and security
25/09/2025 13:02:47,21,1st Year,Engineering / Technology,Parental Allowance,No,,,,I don't trust them or worry about hidden fees.,I don't know enough about them to form an opinion.,Neutral,,,,,,,,
25/09/2025 13:09:46,22,Post-Graduate,Science,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:10:04,22,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I am worried about getting into debt.,"They seem risky and untrustworthy, likely with hidden fees or confusing terms",Neutral,,,,,,,,
25/09/2025 13:10:27,21,2nd Year,Engineering / Technology,Parental Allowance,No,,,,I am worried about getting into debt.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:10:40,22,2nd Year,Other,Parental Allowance,Yes,Slice,Rarely (I've only used it once or twice),Online Courses / Educational material,,,,1,2,3,3,Neutral,It helped me afford something I couldn't pay for upfront.,"Customer service was unhelpful., The refund process was difficult",Hidden fees and confusing terms.
25/09/2025 13:10:44,22,2nd Year,Other,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like they could encourage overspending and lead to a cycle of debt.,Neutral,,,,,,,,
25/09/2025 13:11:01,22,Post-Graduate,Engineering / Technology,Scholarship / Stipend,No,,,,I don't need them / I can afford to pay upfront.,I don't know enough about them to form an opinion.,Neutral,,,,,,,,
25/09/2025 13:11:03,21,2nd Year,Science,Parental Allowance,No,,,,"I don't need them / I can afford to pay upfront., I don't know enough about how they work.",I don't know enough about them to form an opinion.,Neutral,,,,,,,,
25/09/2025 13:11:19,22,Post-Graduate,Other,Parental Allowance,No,,,,I don't know enough about how they work.,"They seem risky and untrustworthy, likely with hidden fees or confusing terms",Neutral,,,,,,,,
25/09/2025 13:11:26,22,2nd Year,Engineering / Technology,Parental Allowance,Yes,"Amazon Pay Later, No-Cost EMI on a Debit/Credit Card",Occasionally (A few times a year),"Electronics (Mobiles, Laptops, etc.), Fashion (Clothing, Shoes, etc.), Travel (Flights, Hotels, etc.)",,,,3,3,3,3,Neutral,"The ""No-Cost EMI"" offer was a great deal.",Customer service was unhelpful.,Hidden fees and confusing terms.
25/09/2025 13:11:26,22,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I am worried about getting into debt.,I don't have a strong opinion about them either way.,Likely,,,,,,,,
25/09/2025 13:11:53,24,Post-Graduate,Engineering / Technology,Other,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Likely,,,,,,,,
25/09/2025 13:12:13,22,2nd Year,Engineering / Technology,Parental Allowance,Yes,Paytm Postpaid,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,4,4,4,4,Neutral,It helped me afford something I couldn't pay for upfront.,Customer service was unhelpful.,The impact on my future credit score
25/09/2025 13:12:23,22,Post-Graduate,Engineering / Technology,Scholarship / Stipend,No,,,,I don't need them / I can afford to pay upfront.,I don't have a strong opinion about them either way.,Very Unlikely,,,,,,,,
25/09/2025 13:12:28,22,2nd Year,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 13:12:56,27,2nd Year,Engineering / Technology,Other,Yes,"No-Cost EMI on a Debit/Credit Card, Other",Occasionally (A few times a year),"Electronics (Mobiles, Laptops, etc.), Online Courses / Educational material, Travel (Flights, Hotels, etc.), Other",,,,3,4,5,4,Neutral,"It helped me afford something I couldn't pay for upfront., The ""No-Cost EMI"" offer was a great deal.",It negatively impacted my credit score.,"Getting into a cycle of debt., The impact on my future credit score"
25/09/2025 13:13:37,20,1st Year,Science,Parental Allowance,No,,,,"I don't trust them or worry about hidden fees., I am worried about getting into debt.",I don't have a strong opinion about them either way.,"Neutral, Unlikely",,,,,,,,
25/09/2025 13:19:30,21,Post-Graduate,Science,Parental Allowance,Yes,No-Cost EMI on a Debit/Credit Card,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,4,1,2,3,Neutral,It helped me afford something I couldn't pay for upfront.,"The refund process was difficult, ",Getting into a cycle of debt.
25/09/2025 13:22:34,21,1st Year,Science,Other,Yes,Other,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,5,4,5,5,Neutral,The app/website was easy to use.,The refund process was difficult,My personal data privacy and security
25/09/2025 13:42:14,20,3rd Year,Commerce / Management,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like they could encourage overspending and lead to a cycle of debt.,Neutral,,,,,,,,
25/09/2025 13:44:18,P S Adhithya ,1st Year,Other,Other,No,,,,"I am worried about getting into debt., I don't know enough about how they work.",They seem like they could encourage overspending and lead to a cycle of debt.,Unlikely,,,,,,,,
25/09/2025 14:10:08,22,Post-Graduate,Science,Parental Allowance,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Neutral,,,,,,,,
25/09/2025 14:10:55,23,2nd Year,Engineering / Technology,Parental Allowance,No,,,,I am worried about getting into debt.,They seem like they could encourage overspending and lead to a cycle of debt.,Neutral,,,,,,,,
25/09/2025 14:12:32,23,2nd Year,Engineering / Technology,Other,No,,,,I don't need them / I can afford to pay upfront.,I don't have a strong opinion about them either way.,Very Unlikely,,,,,,,,
25/09/2025 14:16:49,22,Post-Graduate,Engineering / Technology,Parental Allowance,Yes,No-Cost EMI on a Debit/Credit Card,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,2,3,4,2,Positive,It helped me afford something I couldn't pay for upfront.,There were hidden fees or unexpected charges.,The impact on my future credit score
25/09/2025 14:20:15,25,Post-Graduate,Engineering / Technology,Freelancing,Yes,"Paytm Postpaid, Amazon Pay Later, Flipkart Pay Later, No-Cost EMI on a Debit/Credit Card",Frequently (Once a month or more),"Electronics (Mobiles, Laptops, etc.), Fashion (Clothing, Shoes, etc.), Online Courses / Educational material, Travel (Flights, Hotels, etc.)",,,,5,5,5,5,Very Positive,"It was convenient and fast., It helped me afford something I couldn't pay for upfront., The ""No-Cost EMI"" offer was a great deal., Customer service was helpful., There's this handsome guy at the counter & I keep  on buying items just to see him.","There were hidden fees or unexpected charges., It encouraged me to overspend or lose track of my budget., He won't give his phone number to me ever after asking him out for a date, I think his gay. Otherwise he help me alot really good customer service.","The only biggest fear is If this guys isn't there or left the job without getting his phone no. my life is over. Hope he doesn't have any girl friend or wife, so cute guy."
25/09/2025 14:26:54,25,Post-Graduate,Arts / Humanities,Parental Allowance,Yes,"Amazon Pay Later, No-Cost EMI on a Debit/Credit Card",Occasionally (A few times a year),"Electronics (Mobiles, Laptops, etc.), Fashion (Clothing, Shoes, etc.), Online Courses / Educational material",,,,5,4,5,4,Very Positive,"It was convenient and fast., It helped me afford something I couldn't pay for upfront., The ""No-Cost EMI"" offer was a great deal., The app/website was easy to use., Customer service was helpful., There's the sales man really jam of guy helped me save 6k on Iphone 17.","It encouraged me to overspend or lose track of my budget., I brough a iphone after getting selling my kidney & go hyped on a 6k cashback deal the loss with 80k loss.","Getting into a cycle of debt., Selling my other kidney for next year's Iphone 18. Apple should stop making new Iphones only one kidney and few other organs is few to sell."
25/09/2025 14:35:10,22,4th Year,Commerce / Management,Parental Allowance,Yes,"Amazon Pay Later, No-Cost EMI on a Debit/Credit Card",Occasionally (A few times a year),"Electronics (Mobiles, Laptops, etc.), Fashion (Clothing, Shoes, etc.), Online Courses / Educational material, Food / Groceries, Travel (Flights, Hotels, etc.)",,,,4,5,4,5,Very Positive,"It was convenient and fast., It helped me afford something I couldn't pay for upfront., The ""No-Cost EMI"" offer was a great deal., The app/website was easy to use., Customer service was helpful., Really good customer service I got the experience of my life, the BJ after the sale was the next heaven level crazy gonna buy for items from her store.","There were hidden fees or unexpected charges., It encouraged me to overspend or lose track of my budget., Got to know she has aids.. So I contributed and gave her HIV as well. contribute toh karna padta hai nah. Yeh ek hidden fees there. Aids XD","Getting into a cycle of debt., Thank you guys for your time taken to read this. vaise to tum log ke pass waqt hi waqt hai tera pass, masti karlo pyar karlo, condom bhi use karo nahi toh aids + add on package HIV aids. paisa kamao or maje karo tik hai! chalo bye dost!!!"
25/09/2025 14:38:17,24,Post-Graduate,Science,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Likely,,,,,,,,
25/09/2025 14:46:30,21,1st Year,Commerce / Management,Part-time Job,No,,,,"I don't know enough about how they work., ",I don't have a strong opinion about them either way.,Neutral,,,,,,,,
25/09/2025 15:36:51,23,Post-Graduate,Engineering / Technology,Parental Allowance,Yes,Other,Rarely (I've only used it once or twice),"Travel (Flights, Hotels, etc.)",,,,4,5,3,4,Positive,It helped me afford something I couldn't pay for upfront.,There were hidden fees or unexpected charges.,Hidden fees and confusing terms.
25/09/2025 16:35:39,20,3rd Year,Other,Parental Allowance,Yes,Other,Occasionally (A few times a year),"Electronics (Mobiles, Laptops, etc.)",,,,3,4,5,1,Positive,It helped me afford something I couldn't pay for upfront.,There were hidden fees or unexpected charges.,"Getting into a cycle of debt., Hidden fees and confusing terms."
25/09/2025 16:59:34,21,1st Year,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
25/09/2025 18:16:34,19,3rd Year,Commerce / Management,Part-time Job,No,,,,I am worried about getting into debt.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
25/09/2025 19:26:52,21,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,I don't have a strong opinion about them either way.,Unlikely,,,,,,,,
25/09/2025 20:06:01,22,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,I don't have a strong opinion about them either way.,Neutral,,,,,,,,
25/09/2025 21:01:38,21,Post-Graduate,Other,Parental Allowance,No,,,,"I don't need them / I can afford to pay upfront., I don't know enough about how they work.",I don't have a strong opinion about them either way.,Very Unlikely,,,,,,,,
25/09/2025 22:54:41,23,Post-Graduate,Other,Parental Allowance,No,,,,"I don't need them / I can afford to pay upfront., I am worried about getting into debt., I don't know enough about how they work.",They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
25/09/2025 23:00:47,23,Post-Graduate,Engineering / Technology,Other,No,,,,I don't need them / I can afford to pay upfront.,They seem like they could encourage overspending and lead to a cycle of debt.,Unlikely,,,,,,,,
26/09/2025 00:06:11,21,Post-Graduate,Commerce / Management,Part-time Job,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
26/09/2025 11:48:32,22,Post-Graduate,Arts / Humanities,Part-time Job,No,,,,"I don't need them / I can afford to pay upfront., I don't know enough about how they work.",They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
26/09/2025 12:26:40,21,Post-Graduate,Arts / Humanities,Parental Allowance,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Neutral,,,,,,,,
26/09/2025 13:42:46,28,Post-Graduate,Engineering / Technology,Freelancing,No,,,,I don't know enough about how they work.,"They seem risky and untrustworthy, likely with hidden fees or confusing terms",Unlikely,,,,,,,,
26/09/2025 15:06:58,20,Post-Graduate,Engineering / Technology,Parental Allowance,Yes,No-Cost EMI on a Debit/Credit Card,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,5,5,5,5,Neutral,"The ""No-Cost EMI"" offer was a great deal.",There were hidden fees or unexpected charges.,Getting into a cycle of debt.
26/09/2025 15:07:24,20,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
26/09/2025 15:07:39,21,1st Year,Engineering / Technology,Other,No,,,,"I don't know enough about how they work., ",They seem like a convenient and helpful financial tool for managing expenses.,Likely,,,,,,,,
26/09/2025 15:07:56,22,1st Year,Engineering / Technology,Other,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Very Likely,,,,,,,,
26/09/2025 15:08:00,21,1st Year,Science,Other,No,,,,I don't know enough about how they work.,"They seem risky and untrustworthy, likely with hidden fees or confusing terms",Likely,,,,,,,,
26/09/2025 15:08:09,21,Post-Graduate,Science,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
26/09/2025 15:08:13,21,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I am worried about getting into debt.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
26/09/2025 15:10:20,21,1st Year,Engineering / Technology,Other,Yes,No-Cost EMI on a Debit/Credit Card,Occasionally (A few times a year),"Electronics (Mobiles, Laptops, etc.), Fashion (Clothing, Shoes, etc.)",,,,3,4,3,2,Neutral,"The ""No-Cost EMI"" offer was a great deal.",It encouraged me to overspend or lose track of my budget.,The impact on my future credit score
26/09/2025 15:10:23,21,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,"I don't need them / I can afford to pay upfront., I don't trust them or worry about hidden fees., I am worried about getting into debt.",They seem like they could encourage overspending and lead to a cycle of debt.,Neutral,,,,,,,,
26/09/2025 15:10:24,21,1st Year,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Neutral,,,,,,,,
26/09/2025 19:19:19,22,Post-Graduate,Engineering / Technology,Parental Allowance,No,,,,I am worried about getting into debt.,They seem like they could encourage overspending and lead to a cycle of debt.,Unlikely,,,,,,,,
26/09/2025 19:21:04,22,Post-Graduate,Engineering / Technology,Parental Allowance,Yes,Amazon Pay Later,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.), Fashion (Clothing, Shoes, etc.)",,,,2,3,1,1,Neutral,It helped me afford something I couldn't pay for upfront.,It encouraged me to overspend or lose track of my budget.,"Getting into a cycle of debt., Hidden fees and confusing terms."
26/09/2025 19:47:07,22,Post-Graduate,Commerce / Management,Parental Allowance,No,,,,I am worried about getting into debt.,I don't know enough about them to form an opinion.,Likely,,,,,,,,
26/09/2025 20:54:07,17,1st Year,Engineering / Technology,Parental Allowance,No,,,,"I don't need them / I can afford to pay upfront., I am worried about getting into debt.",They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
26/09/2025 21:02:41,22,1st Year,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
26/09/2025 21:09:20,22,4th Year,Engineering / Technology,Parental Allowance,No,,,,I don't know enough about how they work.,"They seem risky and untrustworthy, likely with hidden fees or confusing terms",Likely,,,,,,,,
26/09/2025 21:10:13,23,Post-Graduate,Other,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
26/09/2025 21:24:00,22,1st Year,Science,Parental Allowance,No,,,,I am worried about getting into debt.,I don't have a strong opinion about them either way.,Neutral,,,,,,,,
26/09/2025 22:16:13,22,4th Year,Other,Parental Allowance,No,,,,I don't know enough about how they work.,I don't have a strong opinion about them either way.,Unlikely,,,,,,,,
26/09/2025 22:20:03,21,4th Year,Engineering / Technology,Part-time Job,No,,,,I don't need them / I can afford to pay upfront.,They seem like they could encourage overspending and lead to a cycle of debt.,Likely,,,,,,,,
26/09/2025 23:20:20,23,Post-Graduate,Engineering / Technology,Part-time Job,No,,,,"I don't need them / I can afford to pay upfront., I don't trust them or worry about hidden fees.",They seem like they could encourage overspending and lead to a cycle of debt.,Neutral,,,,,,,,
27/09/2025 06:16:21,23,4th Year,Medicine / Pharmacy,Parental Allowance,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Unlikely,,,,,,,,
27/09/2025 07:20:51,21,4th Year,Engineering / Technology,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,I don't have a strong opinion about them either way.,Neutral,,,,,,,,
27/09/2025 08:40:53,21,Post-Graduate,Other,Parental Allowance,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Unlikely,,,,,,,,
27/09/2025 09:23:05,22,Post-Graduate,Science,Parental Allowance,No,,,,"I don't need them / I can afford to pay upfront., I don't trust them or worry about hidden fees.",They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
27/09/2025 11:37:32,22,1st Year,Engineering / Technology,Part-time Job,Yes,Amazon Pay Later,Frequently (Once a month or more),"Electronics (Mobiles, Laptops, etc.)",,,,3,3,4,5,Positive,It was convenient and fast.,The refund process was difficult,The impact on my future credit score
27/09/2025 11:58:27,20,2nd Year,Arts / Humanities,Parental Allowance,No,,,,"I don't know enough about how they work., ",I don't have a strong opinion about them either way.,Neutral,,,,,,,,
27/09/2025 21:29:29,21,Post-Graduate,Other,Part-time Job,No,,,,I don't know enough about how they work.,I don't know enough about them to form an opinion.,Likely,,,,,,,,
27/09/2025 22:16:30,21,1st Year,Commerce / Management,Parental Allowance,No,,,,I am worried about getting into debt.,They seem like they could encourage overspending and lead to a cycle of debt.,Neutral,,,,,,,,
27/09/2025 22:16:43,23,Post-Graduate,Commerce / Management,Parental Allowance,No,,,,I am worried about getting into debt.,They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
27/09/2025 22:16:59,22,2nd Year,Commerce / Management,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Likely,,,,,,,,
27/09/2025 22:17:41,36,1st Year,Commerce / Management,Scholarship / Stipend,No,,,,I don't need them / I can afford to pay upfront.,They seem like a convenient and helpful financial tool for managing expenses.,Neutral,,,,,,,,
27/09/2025 22:20:21,22,Post-Graduate,Commerce / Management,Parental Allowance,No,,,,I don't know enough about how they work.,I don't have a strong opinion about them either way.,Neutral,,,,,,,,
27/09/2025 22:30:49,21,Post-Graduate,Commerce / Management,Parental Allowance,No,,,,I don't trust them or worry about hidden fees.,They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
27/09/2025 22:32:22,20,1st Year,Commerce / Management,Parental Allowance,Yes,No-Cost EMI on a Debit/Credit Card,Occasionally (A few times a year),"Electronics (Mobiles, Laptops, etc.)",,,,3,4,5,2,Positive,"It helped me afford something I couldn't pay for upfront., The ""No-Cost EMI"" offer was a great deal.",There were hidden fees or unexpected charges.,"Getting into a cycle of debt., Hidden fees and confusing terms."
27/09/2025 22:33:11,22,2nd Year,Arts / Humanities,Parental Allowance,No,,,,I don't know enough about how they work.,I don't have a strong opinion about them either way.,Neutral,,,,,,,,
27/09/2025 22:33:27,21,Post-Graduate,Commerce / Management,Parental Allowance,No,,,,I don't know enough about how they work.,They seem like a convenient and helpful financial tool for managing expenses.,Likely,,,,,,,,
27/09/2025 22:35:02,25,Post-Graduate,Commerce / Management,Parental Allowance,Yes,"LazyPay / Simpl, Paytm Postpaid, Amazon Pay Later, Flipkart Pay Later, No-Cost EMI on a Debit/Credit Card",Frequently (Once a month or more),"Electronics (Mobiles, Laptops, etc.), Fashion (Clothing, Shoes, etc.), Food / Groceries, Travel (Flights, Hotels, etc.)",,,,4,4,5,5,Positive,"It was convenient and fast., It helped me afford something I couldn't pay for upfront., The ""No-Cost EMI"" offer was a great deal.",It encouraged me to overspend or lose track of my budget.,"Getting into a cycle of debt., The impact on my future credit score, My personal data privacy and security"
27/09/2025 22:36:01,22,Post-Graduate,Commerce / Management,Parental Allowance,Yes,Other,Occasionally (A few times a year),"Electronics (Mobiles, Laptops, etc.)",,,,4,4,4,4,Positive,It helped me afford something I couldn't pay for upfront.,There were hidden fees or unexpected charges.,"Hidden fees and confusing terms., My personal data privacy and security"
27/09/2025 22:38:52,21,1st Year,Commerce / Management,Parental Allowance,Yes,Other,Rarely (I've only used it once or twice),"Electronics (Mobiles, Laptops, etc.)",,,,3,5,4,4,Neutral,It helped me afford something I couldn't pay for upfront.,It encouraged me to overspend or lose track of my budget.,"Getting into a cycle of debt., Hidden fees and confusing terms."
27/09/2025 22:39:27,22,2nd Year,Commerce / Management,Parental Allowance,No,,,,"I don't trust them or worry about hidden fees., I am worried about getting into debt.",They seem like they could encourage overspending and lead to a cycle of debt.,Very Unlikely,,,,,,,,
27/09/2025 22:41:39,23,Post-Graduate,Commerce / Management,Parental Allowance,No,,,,I am worried about getting into debt.,I don't have a strong opinion about them either way.,Neutral,,,,,,,,
27/09/2025 22:42:17,21,Post-Graduate,Commerce / Management,Other,No,,,,"I don't need them / I can afford to pay upfront., I don't know enough about how they work.",I don't have a strong opinion about them either way.,Likely,,,,,,,,
